,titles,replies,views,category
0,"New Help Section for New Creators (and those looking for a refresher)
939,What direction do you tend to cast your light from?,122,174,Art|Comics
940,Creative Charms Ideas,20,77,Art|Comics
941,Need some tablet pen advice/ recommendations,238,608,Art|Comics
942,Help finding spicy references!,9,140,Art|Comics
943,Limited colour palettes for comics!,132,191,Art|Comics
944,Your Comic Creation/ Manga Creation Process. What is yours and what would be most productive?,30,281,Art|Comics
945,Clarification of the proper image and dpi resolution (Paint Tool SAI 2 users),18.0k,290,Art|Comics
946,Flex your art improvement this year!,2,408,Art|Comics
947,How do YOU practice?,103,257,Art|Comics
948,Any comics based off of mythology/fairytales/folklore?,5,183,Art|Comics
949,Feedback please! :D,110,166,Art|Comics
950,I just now learned how to notify subscribers in posts!,1,166,Art|Comics
951,Post a Panel from YOUR Webcomic that describes your mood right now,82,426,Art|Comics
952,What if I make my WoW(World of Warcraft) Character the protagonist of a story inside of WoW?,14,83,Art|Comics
953,Style feedback on concepts for work in progress comic,132,149,Art|Comics
954,What’s a good way to put page limits on yourself?,86,1.0k,Art|Comics
955,"Chapter 1 of my Villian web comic is up, let me know what you think",442,63,Art|Comics
956,Share your Comic! get advice from uni student?,4,407,Art|Comics
957,My art progress (March 2020- January 2021),905,74,Art|Comics
958,Help me with a short line of dialogue,32,86,Art|Comics
959,Are my comic pages too dark? Input is greatly appreciated! 💚,246,233,Art|Comics
960,Can I use existing Fashion for Reference?,19,273,Art|Comics
961,It’s my Comic’s 4 year anniversary today!,260,117,Art|Comics
962,Comic/Graphic Novel Publishers,1,176,Art|Comics
963,Special Holiday Episodes!,82,60,Art|Comics
964,Show me your SHIPS in 5 Mins! [Sheet Included],21,321,Art|Comics
965,Please suggest me a name for my extreme sports slice of life comic,430,97,Art|Comics
966,Art Summaries 2020,34,763,Art|Comics
967,Road to 100 subscribers! The Seventh Kingdom at 81 subscribers. Thank you for the support,215,63,Art|Comics
968,Decided to take a 1-2 month break from Open Flame,40,76,Art|Comics
969,Would uploading images smaller than the recommended 940x4000 resolution effect the image quality on Tapas?,261,117,Art|Comics
970,Space Pirate Episode 12 is here! Read and share your stuff!,14,51,Art|Comics
971,"Maka, new series",290,125,Art|Comics
972,Creator | Tapas section (how is it determined),0,173,Art|Comics
973,How do you experiment?,69,291,Art|Comics
974,Should I Practice Coloring Even Though I Want to Draw Manga?,2,127,Art|Comics
975,Comicraft New Year’s Font Sale is here!,42,80,Art|Comics
976,Villain webcomic,5,71,Art|Comics
977,Why do folks dislike present-tense writing?,110,337,Art|Comics
978,What do you do when you’ve made your villains too sympathetic?,18,429,Art|Comics
979,“Teenagers DNI”,116,426,Art|Comics
980,The most difficult things to learn to draw,68,369,Art|Comics
981,Tough Stuff: Hands,645,207,Art|Comics
982,Art give away! ( Closed),72,558,Art|Comics
983,I can’t remember the name of my favorite comic,415,134,Art|Comics
984,Turning an RP into a comic – interesting?,0,117,Art|Comics
985,Counterarguments for speed,73,366,Art|Comics
986,Sound effect designs you might be proud of,10,263,Art|Comics
987,I This Deleted Topic,166,118,Art|Comics
988,"For those of you who draw on paper - do you keep your drawings after scanning them on the computer, or do you throw them away?",0,208,Art|Comics
989,Show off the thank you art you send to new subscribers,68,173,Art|Comics
990,Christmas Comics,1,121,Art|Comics
991,What does ‘soulmate’ mean to you?,85,225,Art|Comics
992,Mixed Media and Comics: Do You Like to Mix it Up?,18,126,Art|Comics
993,[CLOSED]Let Me Try Recolor One of Your Panels,219,261,Art|Comics
994,Charon of Huntsman: I need Cameo,10,101,Art|Comics
995,Winter/ Holiday Specials?,116,105,Art|Comics
996,The Legality of Selling Fan Art,17,409,Art|Comics
997,Would anyone be interested in my idea for a comic? (LGBT),180,125,Art|Comics
998,What’s your biggest art style pet-peeve?,11,737,Art|Comics
999,Write your TERRIBLE story description. (For fun!),185,680,Art|Comics
1000,Useful art things you keep forgeting to do in your art?,19,249,Art|Comics
1001,I have just finished a self-imposed drawing challenge,283,113,Art|Comics
1002,Are you drawing any special Christmas/New Years art? Post it here!,17,302,Art|Comics
1003,Show off your Christmas Gift Art!,146,126,Art|Comics
1004,GL/Shoujo Ai/Lesbian Christmas chapter,33,96,Art|Comics
1005,Ways to end a comic ( brainstorming ),237,107,Art|Comics
1006,Cameo for Huntsman of Charon story need few more people to tell an urban legend,101,79,Art|Comics
1007,Should I give up to continue making my comic?,3.8k,464,Art|Comics
1008,Any comic or novel for adult women?,22,368,Art|Comics
1009,Possible art jobs,341,228,Art|Comics
1010,Symbolism and motifs,5,503,Art|Comics
1011,Trans Character Help!,68,190,Art|Comics
1012,Art Commissions (PAID),46,512,Art|Comics
1013,My main character for my future comic (my very first character draft),1.7k,124,Art|Comics
1014,How would you rate the elements of your comic? (from 1 to 10),40,193,Art|Comics
1015,Post your character design progression. (Before and After.),747,438,Art|Comics
1016,Different Coloured Speech,3,180,Art|Comics
1017,Should I continue this?,69,150,Art|Comics
1018,"Guess what? chapter 1.2 of mountainhome, up!",5,56,Art|Comics
1019,Your OC cosplaying famous characters,128,305,Art|Comics
1020,Art Trade Open [open],34,114,Art|Comics
1021,Handling excessively graphic scenes in your comic,369,175,Art|Comics
1022,"Readers and creators, how do you feel about recycling drawings?",34,255,Art|Comics
1023,Vote on which title you would read (poll),202,182,Art|Comics
1024,Spicy Christmas Art,17,190,Art|Comics
1025,Anyone heard of this webcomic? (female lead/ fantasy),302,118,Art|Comics
1026,Is this a good comic title?,0,186,Art|Comics
1027,Do you visualize in 3D? (+poll),62,126,Art|Comics
1028,Writing Tip for Outlining (That’s probably so obvious and already been done),2,213,Art|Comics
1029,Personalizing Magic and Powers,103,127,Art|Comics
1030,How To Draw Hands || MANGA AND COMICS,9,105,Art|Comics
1031,Aging your characters (physically and mentally),129,220,Art|Comics
1032,The Seventh Kingdom. Free to read comic series. Fantasy/Romance/Action/Comedy,6,64,Art|Comics
1033,Setting Up My Newsletter ^^,120,220,Art|Comics
1034,Fonts: Personal Use vs Commercial,4,145,Art|Comics
1035,"I want to create a webtoon but I’m a writer, not an artist (HELP)",94,260,Art|Comics
1036,Question regarding writing comics,23,435,Art|Comics
1037,What’s the best way to format to a script,244,124,Art|Comics
1038,Taking OC art requests! (Closed),39,226,Art|Comics
1039,Any Y’all Have Ongoing Character Memes,399,123,Art|Comics
1040,Share Your Favorite Black and White Comics,72,166,Art|Comics
1041,Exchange Cover Advice (plus advertise if you like!) ((CLOSED THANK YOU!)),685,147,Art|Comics
1042,Webtoon Script Samples?,3,1.3k,Art|Comics
1043,Thoughts on Fashion/Signature Looks In your Work,101,228,Art|Comics
1044,Tapas Book Cover Commission,12,301,Art|Comics
1045,What software(s) do you use to script out your comic?,175,448,Art|Comics
1046,Show off your BEST art!,7,630,Art|Comics
1047,Did you know? Clothing and Textiles,118,305,Art|Comics
1048,I’ll review your character design!,1,495,Art|Comics
1049,Did you know? Death & Injury,94,874,Art|Comics
1050,Mental illness - A handicap for humour comics?,20,247,Art|Comics
1051,Any good tutorials on using 3d assets?,220,97,Art|Comics
1052,I’ve made a soundtrack for my webcomic! Share your OSTs!,0,378,Art|Comics
1053,Help my comic and ill help yours!….please lol xc,66,105,Art|Comics
1054,Remaking both the comic/novel cover and logo (before & after),11,143,Art|Comics
1055,Art Collab Help?,224,113,Art|Comics
1056,Has anyone noticed this about Korean webtoons?,15,567,Art|Comics
1057,Music as inspiration,132,278,Art|Comics
1058,Made Up Holidays,5,164,Art|Comics
1059,Art is work? Art is fun?,128,267,Art|Comics
1060,Weekly Updates vs Batch Updates - Pros and Cons? How Does It Affect Pacing?,11,172,Art|Comics
1061,Where’s a good place to post 18+ art?,248,178,Art|Comics
1062,Character concepts\sheets & doodles. Share em!,21,489,Art|Comics
1063,Is mathematics useful to you in your art?,169,194,Art|Comics
1064,Who do you consider your not “comic savy” editor?,29,93,Art|Comics
1065,"Gun and Knife Recommendations, Please",273,232,Art|Comics
1066,Clip Studio Paint has a Webtoon crop feature now,15,219,Art|Comics
1067,Show you BEST and UGLIEST pages,93,125,Art|Comics
1068,Please Help me Name this Story!,7,1.1k,Art|Comics
1069,Does anyone know how the algorithm works?,152,176,Art|Comics
1070,Is this a good idea? (A Character’s Race),13,610,Art|Comics
1071,"Give me motivation… I mean, your OCs to draw (closed)",148,445,Art|Comics
1072,I will draw your OCs for practice~! (I’m a little rusty),6,245,Art|Comics
1073,How many projects are you juggling?,170,314,Art|Comics
1074,Could you redraw this image,0,145,Art|Comics
1075,Can someone help me with this?,81,161,Art|Comics
1076,A Fantasy Webcomic Coloring Tutorial,8,137,Art|Comics
1077,Help with this cover illustration or am I just seeing issues where there’s none,114,112,Art|Comics
1078,"Poll: Drag it out, or dump it?",19,157,Art|Comics
1079,Share your Cinnamon roll character! (comics AND novels),141,696,Art|Comics
1080,How important is art consistency for webcomics? (and later ebooks),122,177,Art|Comics
1081,How Did You Decide Your Cover?,1.6k,307,Art|Comics
1082,Are you in Hair Jail? (post your current WIP that put you in Hair Jail),39,291,Art|Comics
1083,I’ll draw mega evolutions for a Pokémon of your choice! [1/3],981,140,Art|Comics
1084,Looking for an artist for commission work! (Closed.),34,136,Art|Comics
1085,Organic/Pants writers. Need help? We’re here for you,383,328,Art|Comics
1086,Your creator catalyst?,8,405,Art|Comics
1087,Art block doodle request (as in me taking a request from you),104,111,Art|Comics
1088,Can I get feedback on my Comic story so far?,25,75,Art|Comics
1089,Quick freebies for u 2/3,279,134,Art|Comics
1090,Your story cameo in my comic [9/10] [2/5],17,214,Art|Comics
1091,"Creature Design thread! Post your comic’s monsters, robots, and spirits here!",337,3.1k,Art|Comics
1092,Romantic cliches you hate and what would you want to happen instead?,25,4.0k,Art|Comics
1093,Tales of mountainhome chapter 1.1 up!,241,62,Art|Comics
1094,What are your favorite colors to work with and why?,7,338,Art|Comics
1095,Your First Comic page VS Now!,193,785,Art|Comics
1096,Is it a shock to use an action scene in a comic that is not?,86,133,Art|Comics
1097,About publishing manga,1.1k,141,Art|Comics
1098,Copy an artstyle that inspires you challenge!,9,155,Art|Comics
1099,ODISEA: una aventura de autodescubrimiento,446,79,Art|Comics
1100,Post your comic that’s been running for at least a year!,7,276,Art|Comics
1101,I need tips and stuff to avoid on writing my first romance story!,149,242,Art|Comics
1102,Using Stuff Not Meant for Art for Art?,39,229,Art|Comics
1103,How do you make Destruction seem like a good thing?,380,278,Art|Comics
1104,What would your story’s intro and outro music be?,28,237,Art|Comics
1105,How did you learn to create digital art?,199,268,Art|Comics
1106,Backgrounds & Environments Support Thread,111,315,Art|Comics
1107,Artist Appreciation Topic!,1.1k,266,Art|Comics
1108,Anyone looking forward to the new Clip Studio update? (Clip Studio Paint Winter Update (Version 1.10.5)),8,271,Art|Comics
1109,#myartchallenge thread!,117,101,Art|Comics
1110,Share a synopsis of your Story or Comic,12,553,Art|Comics
1111,Male VS Female Characters,303,679,Art|Comics
1112,Good art without shadows?,11,308,Art|Comics
1113,1 page comic challenge on mental illness. Anyone want to join me?,150,233,Art|Comics
1114,A resource you couldn’t make your comic without!,2,370,Art|Comics
1115,My novel just got new covers! Share your novel/comic cover and celebrate with me!,144,1.3k,Art|Comics
1116,Blambot Cyberweek Sale 2020,10,156,Art|Comics
1117,Yonkoma Sidebar - What it for?,208,133,Art|Comics
1118,Comic Book Discussion/Recommendation Thread,6,173,Art|Comics
1119,Would you go back and re-draw old episodes? [POLL],167,243,Art|Comics
1120,Done is better than perfect: a thread,7,359,Art|Comics
1121,Using Tumblr Webcomic Theme and how to post pages on it,125,85,Art|Comics
1122,How do you structure your comic?,13,195,Art|Comics
1123,Plotters; how do you develop your characters?,321,167,Art|Comics
1124,What are the little things you have done in your comic storytelling that no one seemed to notice,56,314,Art|Comics
1125,Show off your animations,531,1.2k,Art|Comics
1126,Art social media site suggestions,10,151,Art|Comics
1127,Share your biggest writing or drawing blooper,234,252,Art|Comics
1128,"I return, with a new comic!",30,89,Art|Comics
1129,What do you do when you feel your story is missing something?,397,430,Art|Comics
1130,How do you resurrect a character while keeping the emotional impact of their death?,6,478,Art|Comics
1131,Who Is Saying What?! Word Bubbles and Order,253,344,Art|Comics
1132,Why do we need heroes?,13,264,Art|Comics
1133,"Comic Artists, What Art Program Do You Use, And Why?",326,773,Art|Comics
1134,I’ll model your character’s weapon! [1/1],51,220,Art|Comics
1135,"If you were an art teacher, how would you structure your class?",360,142,Art|Comics
1136,Space Pirate Episode 11! Give a read and drop your comic!,5,109,Art|Comics
1137,I will read/like/comment the First 10 chapters of your Story if you Read/Like/Comment on the first 7 of mine (5/5),104,180,Art|Comics
1138,"My Fellow Novelists, Copy and Paste a Paragraph From Your Novel that You’re Proud of!",10,2.0k,Art|Comics
1139,Anyone want a free YCH for the holidays 2/2,144,194,Art|Comics
1140,Childhood OC OTP/s,26,171,Art|Comics
1141,One line of Advice for everyone’s lives,271,472,Art|Comics
1142,The little things that keep you going,5,271,Art|Comics
1143,Compliment Yourself,99,242,Art|Comics
1144,Need Help! for Medibang comic Panel problems,47,1.3k,Art|Comics
1145,Please Read My Comic tapas.io,360,89,Art|Comics
1146,Can you read a book wrong? (Poll and discussion),0,254,Art|Comics
1147,The prologue is done!,57,145,Art|Comics
1148,Show off your new covers!,10,4.0k,Art|Comics
1149,Clip Studio Sale- Winter 2020,136,270,Art|Comics
1150,Taking a couple of sketch requests for warm up doodles (submissions open),56,225,Art|Comics
1151,Let me draw your novel (unpaid) (read more),530,290,Art|Comics
1152,What storytelling trait of yours could be interpreted as your biggest weakness?,37,476,Art|Comics
1153,New Story Cover Art Promotion,309,152,Art|Comics
1154,Juggling Life and Art-How?,7,160,Art|Comics
1155,What is a healthy motivation and goal for your work?,159,429,Art|Comics
1156,Share the anthem of your novel/comic. (And what you picture when you hear it.),8,121,Art|Comics
1157,How do you like to start a story?,211,360,Art|Comics
1158,How do you decide on what you want for your story?,21,198,Art|Comics
1159,"Editing, Injury and heating pads oh my",184,151,Art|Comics
1160,Share the story of where your work came from,17,356,Art|Comics
1161,"A Romance with Cats and Dogs, revised!",2.5k,444,Art|Comics
1162,Ellipses question,2,118,Art|Comics
1163,Y’all ever had a muse?,149,246,Art|Comics
1164,Finished book II of a series! Yippee,37,80,Art|Comics
1165,(OC Requests CLOSED) Share your characters so i can get over my artblock!,358,288,Art|Comics
1166,First comic hate,13,6.8k,Art|Comics
1167,Digital art is hard,158,301,Art|Comics
1168,Resurrecting from the Past: A Old Series Rewritten!,15,113,Art|Comics
1169,When to hire different staff for a webcomic,233,224,Art|Comics
1170,What kind of god are you?,45,405,Art|Comics
1171,Because Instagram Hashtags are Still Down,219,169,Art|Comics
1172,Do you hate one of the characters that you’ve created (good or evil)and regret creating them?,26,274,Art|Comics
1173,Post Images in Tapas Web Novels (How to),229,4.5k,Art|Comics
1174,Character design prompts? [3/3],29,150,Art|Comics
1175,Give me some character design prompts! [SLOTS 2/5 filled],255,328,Art|Comics
1176,I need someone who knows the French Revolution!,56,213,Art|Comics
1177,Life of a graphic designer?,363,646,Art|Comics
1178,Tips to start writing a story for a comic?,1,203,Art|Comics
1179,Small artist support!,87,1.2k,Art|Comics
1180,December drawing prompt list,11,101,Art|Comics
1181,Referencing other people’s works - How far is too far?,296,207,Art|Comics
1182,What would be a good Christmas portrait to craft?,35,82,Art|Comics
1183,"Poems, my Poems, and Poems you like",316,70,Art|Comics
1184,Pantser writers: thoughts on character arcs,21,160,Art|Comics
1185,Your character in a different artstyle!,408,160,Art|Comics
1186,How do you kill your darlings?,55,291,Art|Comics
1187,World Maps for your story,448,295,Art|Comics
1188,"Tried out a new font and border style, whatcha think?",25,136,Art|Comics
1189,Pants Writers/Comic Creators… post your work here,224,447,Art|Comics
1190,How do you make a more natural story flow?,18,185,Art|Comics
1191,Apparently my story is trending…but I don’t know why,205,209,Art|Comics
1192,Which is your favourite panel from your Webcomic?,63,331,Art|Comics
1193,Affinity Black Friday Sale,818,107,Art|Comics
1194,Cutesy comics recommendations please!,15,311,Art|Comics
1195,Hello guys is it okay i share the webtoon?,173,168,Art|Comics
1196,Tonal Blending or Sliding,16,154,Art|Comics
1197,How do you figure out what to exactly draw for a title/chapter cover?,213,238,Art|Comics
1198,What Makes a good start and how to promote,5,157,Art|Comics
1199,How to unlock the “support button” for your series?,92,246,Art|Comics
1200,Pants writers - character arc – how much thought,62,123,Art|Comics
1201,Help me out with some drawing practice [Now CLOSED],416,2.8k,Art|Comics
1202,Anime-inspired superhero science fiction action! Share your stories too!,0,220,Art|Comics
1203,"Pants writers, that twist you weren’t expecting",69,84,Art|Comics
1204,Give me something to draw,24,264,Art|Comics
1205,I Think My Novel Needs a New Title,421,123,Art|Comics
1206,Pants writers - new topic re painting into corner,49,216,Art|Comics
1207,How do you set a more realistic and healthier goals and motivations for yourself?,537,154,Art|Comics
1208,OCs growing with you,23,245,Art|Comics
1209,Feedback on Thumbnail,383,122,Art|Comics
1210,Criticism for your comics,2,249,Art|Comics
1211,Let’s Talk Covers,101,235,Art|Comics
1212,Let’s talk tattoos!,23,259,Art|Comics
1213,LGBTapas! Presents “Colors of Fall” Inksgiving Creator Collab!,298,222,Art|Comics
1214,When your surroundings make you want to write,20,83,Art|Comics
1215,Jack and Jill surprise way to work,195,164,Art|Comics
1216,Post your traditionally drawn comics!,18,201,Art|Comics
1217,Fan art showcasing event for milestone!,231,117,Art|Comics
1218,Creative Decision Pet Peeves,14,3.2k,Art|Comics
1219,Hey! It’s a RP group!,150,193,Art|Comics
1220,Removing the HIATUS from your novel,70,130,Art|Comics
1221,The Mighty Allegiance will draw your OCs (1/10 slots available),713,235,Art|Comics
1222,"Do you read your old, abandoned stories/webtoons?",17,183,Art|Comics
1223,Deciding On Your Style,263,382,Art|Comics
1224,A question about your experience with fan art contests!,45,130,Art|Comics
1225,Did you know? Cooking and Food Production,423,137,Art|Comics
1226,New Art Style - I hope you like it! (STORY: GAME ON),33,101,Art|Comics
1227,The Comparison Game (Discussion of Art Style),326,184,Art|Comics
1228,Goodreads reviews?,23,154,Art|Comics
1229,Promote your B&W comic!,210,348,Art|Comics
1230,Book trailer fun!,7,315,Art|Comics
1231,Just earned money from art for the first time!,77,208,Art|Comics
1232,High Fantasy - cultural misjudgment,77,144,Art|Comics
1233,Art Commission Questions,511,135,Art|Comics
1234,Help me create a book cover for my novel,54,179,Art|Comics
1235,Alternate Universe fun,599,131,Art|Comics
1236,Infinity Voltage,5,88,Art|Comics
1237,How do you find a new motivation for your art?,171,302,Art|Comics
1238,I’ve drawn this piece 4 times! (Art evolution 2016-2020),42,183,Art|Comics
1239,The mixed messages of BL,577,2.5k,Art|Comics
1240,Does art ever made you feel depressed?,10,2.1k,Art|Comics
1241,What are your thoughts on false/decoy protagonists?,252,377,Art|Comics
1242,[Poetry] To whom ever likes poetry or poems,13,70,Art|Comics
1243,Got a Christmas Mystery - Novel or Comic - Promo here,145,52,Art|Comics
1244,Who wants to draw my mc (unpaid),4,126,Art|Comics
1245,What hacks you had invented or learned to speed up your work?,108,597,Art|Comics
1246,Can’t Find Suitable Font for my Drawings,9,256,Art|Comics
1247,"CSP animation, what to look out for?",271,115,Art|Comics
1248,Do good guys want to be immortal?,4,344,Art|Comics
1249,Why Do Writer Keep Falling Into This Trap?,102,504,Art|Comics
1250,I’ll draw your ocs! But only if at least 10 people join! [3 slots],80,314,Art|Comics
1251,Digital or old fashioned pen and ink for making comics?,1.0k,7.0k,Art|Comics
1252,Titles that grab you (closed),5,233,Art|Comics
1253,Are you an instinctual writer?,108,366,Art|Comics
1254,TV show has the basis of my story… poopy,20,507,Art|Comics
1255,"I Want To Draw Your Characters As Animals! (10/10 slots, Human/Non-Human and Animal Characters Welcome)",148,375,Art|Comics
1256,"Promote your horror short for Friday the 13th, 2020",4,82,Art|Comics
1257,Drop your instas!,187,529,Art|Comics
1258,A comic about a moustache,27,91,Art|Comics
1259,My Backstory With Anime,220,332,Art|Comics
1260,New Character. Which color tail is better?,8,128,Art|Comics
1261,Did you know? War and Government,669,160,Art|Comics
1262,Does anyone else get randomly unsatisfied with your art?,3,186,Art|Comics
1263,What is a good game or just sort of application to design custom houses?,150,92,Art|Comics
1264,Let me paint your OC,0,179,Art|Comics
1265,Tell me this character’s story,54,217,Art|Comics
1266,Why some tags don’t show in tapas app?,4,88,Art|Comics
1267,Hire a translator or an editor? And how much do they charge?,88,136,Art|Comics
1268,Manga assistance for hire (not paid),19,114,Art|Comics
1269,What do you think about Popculture References in your Stories,268,286,Art|Comics
1270,A chance to defy the stereotypes,20,587,Art|Comics
1271,What do you do when you’ve poured too much of yourself into your characters?,202,361,Art|Comics
1272,Art You Never Finished,10,493,Art|Comics
1273,Helpful tutorial and tool for artists,182,101,Art|Comics
1274,Slice of life comics: discussion,13,311,Art|Comics
1275,How do you keep yourself from spoiling everyone around you about your Story?,211,355,Art|Comics
1276,Ink + Watercolor: What goes first?,16,217,Art|Comics
1277,Post your comics and novels with transgender or non-binary characters! <3,437,3.7k,Art|Comics
1278,What’s the first and last thing you do?,0,209,Art|Comics
1279,How do you get over this problem in your writing?,64,328,Art|Comics
1280,Starting Artist(like JUST starting) needs your help,1,186,Art|Comics
1281,How to brake the no-readers zone?,68,259,Art|Comics
1282,Let me draw your character in my artstyle pt. 2! (Pls read description),11,286,Art|Comics
1283,"T/F: ‘If a fan can do this, then [insert company] has no excuse’",146,306,Art|Comics
1284,Alternate Outfits for your OCs,7,157,Art|Comics
1285,Digital Artists- Do you ever have trouble with colors looking different on different devices,132,144,Art|Comics
1286,Draw three radically different characters in your style,6,92,Art|Comics
1287,What time/days do you get the most readers?,169,113,Art|Comics
1288,Inksgiving: How do you engage your readers?,9,413,Art|Comics
1289,Can characters think… too much?,170,324,Art|Comics
1290,Do you design a character first and then think of a story or get the idea of a story and then design the character?,53,275,Art|Comics
1291,I want you to get to know my publications on tapastic!,937,113,Art|Comics
1292,Just wanna know how my webtoon artwork looks/story is going,42,171,Art|Comics
1293,When the character arc is over but the story isn’t,653,201,Art|Comics
1294,The 100 Most Influential Sequences in Animation History,13,305,Art|Comics
1295,"[CLOSED] I’ll draw your oc! [1 slot, random]",217,212,Art|Comics
1296,Dynamic character images (i wanna do some studies),41,177,Art|Comics
1297,What medium does this look like to you…?,610,261,Art|Comics
1298,How do you restore your creative energy and motivation?,13,208,Art|Comics
1299,Can you please help me to improve my neckline drawing?,133,297,Art|Comics
1300,How to write a comic script?,1,312,Art|Comics
1301,Can I see your Tip Banners?,115,409,Art|Comics
1302,Things You Love But Hate,11,416,Art|Comics
1303,Self-publishing a book! Review for review,272,116,Art|Comics
1304,Does anyone need a free editor? [Explaination in details.],20,122,Art|Comics
1305,Reboots vs spiritual succesors,220,201,Art|Comics
1306,The Jens Richard Fan Art Contest! HERE IS THE WINNER,52,424,Art|Comics
1307,Opinions on My New Cover,390,200,Art|Comics
1308,Realism VS. Drama: The hospital scene - What’s your take?,37,268,Art|Comics
1309,Do you get depressed when you finish a story?,470,223,Art|Comics
1310,How do you deal with imposter syndrome?,9,428,Art|Comics
1311,How do you deal with your perfectionism?,287,397,Art|Comics
1312,What do you do when everyone is better at writing your story than you are it seems?,9,298,Art|Comics
1313,POST commissions of your OC’s done by other artists!,217,390,Art|Comics
1314,Redesigns of characters,4,336,Art|Comics
1315,Korean-based featured webtoons on Line: Curious,125,314,Art|Comics
1316,Responsibility and Entertainment - How far is too far?,5,332,Art|Comics
1317,Do you see yourself in your characters?,187,329,Art|Comics
1318,Do you write something other than fiction?,21,121,Art|Comics
1319,Anyone else notice their comic updates becoming longer as time goes on?,248,180,Art|Comics
1320,"Halloween 2020! Comics, Postcards, All Art",1,545,Art|Comics
1321,What do you like to do when you get frustrated by technical issues,142,179,Art|Comics
1322,How do people get custom covers for their novels?,56,327,Art|Comics
1323,Outside the window - inspiration thread,939,269,Art|Comics
1324,"Any MMA,BJJ,UFC or martial arts fans on tapas? You guys use it for your comics too?",2,163,Art|Comics
1325,Honestly I’m really glad I scrapped that comic,89,158,Art|Comics
1326,I made a tool that automatically resize and slice webcomic strips,213,1.8k,Art|Comics
1327,Advice on working on my comic,2.4k,177,Art|Comics
1328,Summarize Your Story’s Villain in a Single Panel/Sentence,3,2.8k,Art|Comics
1329,Post your Halloween art and your comic,78,149,Art|Comics
1330,Defining moment in your life to draw on for writing/art,18,360,Art|Comics
1331,Let me draw your character in my art style (Closed),165,371,Art|Comics
1332,Free Request/Icons (open),13,75,Art|Comics
1333,Family Tropes You Dislike,265,646,Art|Comics
1334,"Writers and Artists, Describe Your Brand in 5 Words or Less",51,403,Art|Comics
1335,"Almost HALLOWEEN - Promo your Horror, Mystery & Sci-Fi Here - Novels & Comics",3.1k,314,Art|Comics
1336,Elle’s art thread!,9,913,Art|Comics
1337,What new techniques have you tried out this year? What skills have you learned?,137,147,Art|Comics
1338,Scenes from Unmade Stories,14,1.9k,Art|Comics
1339,"Post Your Covers, Thumbnails, Banners and Ads",204,341,Art|Comics
1340,Let’s praise each other’s art styles!,0,1.2k,Art|Comics
1341,Story takes place in 2 Different Worlds,89,165,Art|Comics
1342,What was your world building process?,2,1.0k,Art|Comics
1343,Share your family/local legends,159,125,Art|Comics
1344,Space Pirate hits its 10th episode! Give it a read and drop your comic!,8,82,Art|Comics
1345,[closed for now]Let me draw one of your webcomic panel for practice today,107,193,Art|Comics
1346,What Are You Creating October 2020? (Share Projects) 💖🎃,5,539,Art|Comics
1347,Putting up a “preview” teaser of a novel’s second volume,158,103,Art|Comics
1348,Skicoak is still disappointed,36,436,Art|Comics
1349,What’s your comic inspirations?,418,216,Art|Comics
1350,Do you draw your ocs in the same outfits or do you vary them? Why?,7,611,Art|Comics
1351,Serotonin time: LGBT creators please show me your characters,112,575,Art|Comics
1352,Overpowered Characters,1,201,Art|Comics
1353,Novels on a site of their own?,116,243,Art|Comics
1354,DRAWTOBER 2020! Post your art here!,11,1.4k,Art|Comics
1355,Should I Post an Audio Drama Script,176,85,Art|Comics
1356,Intellectual property in a divorce,21,308,Art|Comics
1357,Drama/Romance story about Agoraphobia? (Poll),674,116,Art|Comics
1358,What do you do when you’re really creatively dense?,100,202,Art|Comics
1359,"Disappointed in editors, get a second opinion",1.2k,472,Art|Comics
1360,What are your favorite random things to draw?,39,235,Art|Comics
1361,“like” counter on stories not working again?,342,95,Art|Comics
1362,Last chapter posting today with teaser of Volume II book,7,75,Art|Comics
1363,Trying to pick between two story ideas (+poll),299,80,Art|Comics
1364,Writing as therapeutic?,25,217,Art|Comics
1365,What’s Your Signature “Thing”,207,414,Art|Comics
1366,"Out of curiosity, how deep is your backlog? (POLL)",12,190,Art|Comics
1367,Free promotion for yor comics and novels,153,288,Art|Comics
1368,"Artists, share your character sheets!",28,505,Art|Comics
1369,Things that you surprisingly never/rarely draw,303,369,Art|Comics
1370,Crime Stories And Criminal Protagonist,15,293,Art|Comics
1371,JOKETOBER Drawing Challenge,142,1.6k,Art|Comics
1372,Help with writing script for comic?,3,411,Art|Comics
1373,When is it valuable to compare your art to that of others?,100,269,Art|Comics
1374,Comedy comic strip writers: how do you generate ideas?,1,233,Art|Comics
1375,Starts that never go anywhere?,74,201,Art|Comics
1376,Do you paint behind the speech bubbles?,13,1.1k,Art|Comics
1377,"Hello, I am TOTO (The Scottish Terrier Writer)",177,121,Art|Comics
1378,Share your Halloween art for your comic,6,519,Art|Comics
1379,Late Bloomer but worth it!,208,346,Art|Comics
1380,How Do You Handle Large Casts?,38,367,Art|Comics
1381,Your characters as children,543,366,Art|Comics
1382,I’ll do some free sketches or drawings of your OCs,14,231,Art|Comics
1383,Character occupation preference + poll,239,181,Art|Comics
1384,Romantic Drama Readers and Writers!,9,235,Art|Comics
1385,How to write good… :D,158,193,Art|Comics
1386,Discords for authors?,59,153,Art|Comics
1387,Show me your sad scenes!,647,431,Art|Comics
