,titles,replies,views,category
1013,Ads with sound appearing?,396,728,Tech Support
1014,Comments appearing in wrong places,34,804,Tech Support
1015,Help with Paint Tool Sai?,43.5k,1.6k,Tech Support
1016,I’ve got a Typing Issue Here,2,548,Tech Support
1017,Tapas App Readers Wish List For Future Versions,330,398,Tech Support
1018,Y’all gotta fix this redirect bug,16,743,Tech Support
1019,Can you godly peeps help me change my url?,489,509,Tech Support
1020,Pages uploading before due date please delete,9,408,Tech Support
1021,Later scheduled uploads uploading now on mobile only,400,408,Tech Support
1022,Can’t change password,6,675,Tech Support
1023,Slicing a series in two different,218,762,Tech Support
1024,I was charged twice on my second purchase of coins,15,575,Tech Support
1025,Tapastic reloading problem,763,915,Tech Support
1026,I have NO views!,1,946,Tech Support
1027,My performance graph is stuck on 2015. Help!,232,499,Tech Support
1028,Ad revenue / impressions not working,3,723,Tech Support
1029,Thumbnail Sizing Problems,293,397,Tech Support
1030,Comic Not Showing Up on Profile Page,0,671,Tech Support
1031,"Account email help, pretty please?",189,433,Tech Support
1032,Yet another bad ad on Tapastic,24,602,Tech Support
1033,All Pages Redirtect to Bottom of Newest Page,826,371,Tech Support
1034,Embedding Most Recent / Latest Episode,4,453,Tech Support
1035,I can’t reply to comments on my/others wall. help!,213,689,Tech Support
1036,Comic Icon Troubleshooting?,0,777,Tech Support
1037,Sharing Thumbnail bug and Episode number bug,176,349,Tech Support
1038,Profile pictures disappearing,2,955,Tech Support
1039,My Thumbnail won’t post?,263,510,Tech Support
1040,Feedback section,4,447,Tech Support
1041,Facebook login issue on mobile app?,342,848,Tech Support
1042,Can’t remove series cover banner,6,1.5k,Tech Support
1043,Randomly selecting other program while using Clip Studio paint Pro,450,567,Tech Support
1044,Potential Malware-Infested Advertisement on Tapastic,1,484,Tech Support
1045,Hacked Accounts,368,785,Tech Support
1046,Episodes won’t load,1,2.1k,Tech Support
1047,Pages not displaying correctly,219,2.0k,Tech Support
1048,Can’t access Tapastic on computer,0,517,Tech Support
1049,Can’t log in on mobile?,173,601,Tech Support
1050,Is This a Glitch?,2,968,Tech Support
1051,Not being able to change sharing thumbnail,343,900,Tech Support
1052,How to turn off endless scrolling,7,1.0k,Tech Support
1053,An ad (or something) on Tapastic tells me to install potentially malicious software,407,706,Tech Support
1054,Can inappropriate ads be removed?,5,519,Tech Support
1055,How do i change the series’ thumbnail image?,291,565,Tech Support
1056,Dashboard Trouble,2,377,Tech Support
1057,Not getting notifications for likes on my comic?,381,472,Tech Support
1058,Can’t post images to wall? (closed),2,411,Tech Support
1059,Crashes after loading,293,548,Tech Support
1060,Where do we report content errors with keyed content?,50,413,Tech Support
1061,Manga five problem,3.2k,771,Tech Support
1062,“Oops! Something Went Wrong” Since Wednesday,4,1.1k,Tech Support
1063,Why can’t i delete this? haha Are forum posts permenant?,304,783,Tech Support
1064,STILL Not Receiving Updated Comics Emails,6,563,Tech Support
1065,Blurry Uploads?,471,711,Tech Support
1066,I can’t delete episodes or delete a series,4,1.8k,Tech Support
1067,Not receiving email notifications for subscriptions,374,608,Tech Support
1068,Is tapastic working for every one because it will not let me post,12,1.1k,Tech Support
1069,Remove profile picture,532,508,Tech Support
1070,Forced fake adobe flash/shockwave updates from ads,8,1.6k,Tech Support
1071,Can blank pages/images be fixed in the App?,473,526,Tech Support
1072,Email notifications from Tapastic,2,498,Tech Support
1073,Main site is slow today,360,973,Tech Support
1074,Subscription emails?,4,725,Tech Support
1075,Can’t schedule an episode?,329,1.2k,Tech Support
1076,Dashboard Problems,5,806,Tech Support
1077,How to empty app inbox,312,472,Tech Support
1078,"Oops, Mysterious Error Happened, Oh Well",2,980,Tech Support
1079,Subscriber count is stuck?,252,1.7k,Tech Support
1080,"Please help, I have a question about this Ads Revenue",1,664,Tech Support
1081,Like Button on Mobile,247,747,Tech Support
1082,Non active user and taken url,2,606,Tech Support
1083,Disabling the auto-advance feature,282,560,Tech Support
1084,Not Receiving Emails Again,5,461,Tech Support
1085,Terrible lack of views,388,2.1k,Tech Support
1086,Tools missing in clip studio pro,9,584,Tech Support
1087,Why does new Tapas app (on Android) need Location permissions?,422,524,Tech Support
1088,Can’t access tapastic.com,9,1.2k,Tech Support
1089,Anyone else getting blurry thumbnails?,553,1.2k,Tech Support
1090,Why wont SoundCloud work? [Work Around Solution],1,3.9k,Tech Support
1091,Scheduled posts dissapearing,203,707,Tech Support
1092,Should this guy be allowed on Tapastic?,1,1.3k,Tech Support
1093,Malware warning/virus ad URGENT,273,780,Tech Support
1094,How to jump to last page?,9,688,Tech Support
1095,How to deactivate/delete forum acc,647,1.1k,Tech Support
1096,“Tag required”?,10,586,Tech Support
1097,Changing Comic URL,443,517,Tech Support
1098,Ad Revenue Problem,2,515,Tech Support
1099,Soundcloud music not playing for episode,325,862,Tech Support
1100,Ad Revenue did not update,17,2.4k,Tech Support
1101,“Urgent Firefox Upgrade” orange screen with Download verification took over a page I was viewing,705,1.1k,Tech Support
1102,Comics not uploading?,22,924,Tech Support
1103,Is the site down currently?,1.0k,926,Tech Support
1104,How long does it take for titles and tags to appear in searches?,12,1.5k,Tech Support
1105,Google Analytics,524,1.4k,Tech Support
1106,No Notification Emails,2,794,Tech Support
1107,Forums down for more than 6 hours - was it just me?,446,979,Tech Support
1108,Is the page freezing for anyone else on Chrome when loading new episodes?,4,553,Tech Support
1109,“Add Translation” feature missing?,685,614,Tech Support
1110,No sound from Soundcloud? A possible solution,1,1.9k,Tech Support
1111,Profile description gone,294,715,Tech Support
1112,Ninja avatars! ARGGGH!,2,1.1k,Tech Support
1113,Accidentally deleted an episode,615,1.7k,Tech Support
1114,Can’t remove my series cover banner?,8,441,Tech Support
1115,Is soundcloud button broken?,473,841,Tech Support
1116,Hang time while browsing on desktop,6,715,Tech Support
1117,Facebook sharing is not showing comic page preview or title,325,1.4k,Tech Support
1118,No notifications for likes?,7,1.1k,Tech Support
1119,Tapastic widget?,345,1.3k,Tech Support
1120,Need help with url,5,738,Tech Support
1121,Schedule still not working after last update,355,920,Tech Support
1122,Another Harassment Report,10,889,Tech Support
1123,Invisible Avatars?,458,2.8k,Tech Support
1124,I’m feeling the most depressed Ive been in this month,14,1.3k,Tech Support
1125,Schedule date wrong and translation button where?,589,1.1k,Tech Support
1126,I stopped receiving ad revenue moneys!,11,2.3k,Tech Support
1127,"I can’t log into the app, does anyone know a solution?",867,555,Tech Support
1128,Art looks darker on mobile?,1,955,Tech Support
1129,The Daily Limit is still bringing me down,216,586,Tech Support
1130,Can’t post pictures of my newest comic pages,7,1.8k,Tech Support
1131,Clip Studio Paint Pro - no colors working?!,437,4.3k,Tech Support
1132,"Is anyone else having issues uploading art/pics, or is it just me?",4,504,Tech Support
1133,Can’t access to tapastic website,305,472,Tech Support
1134,The like counter seems to be stuck,3,804,Tech Support
1135,Can’t upload animated avatar,328,1.5k,Tech Support
1136,Embedding Tapastic comics to Medium,7,587,Tech Support
1137,Page performance slows after viewing several episodes in a row,494,1.1k,Tech Support
1138,Can someone please explain how Ad Revenue Works on Topastic?,9,1.2k,Tech Support
1139,Completed comic disappears from your profile?,412,609,Tech Support
1140,What happened to Comics > Browse All > Date?,10,1.3k,Tech Support
1141,Anyone else having trouble with the pages scroll bar?,359,641,Tech Support
1142,Analytic Numbers not aligning?,10,548,Tech Support
1143,Different subscriber numbers on profile and wall?,487,1.1k,Tech Support
1144,Like button on profile walls?,6,989,Tech Support
1145,How to point my domain to my tapastic comic,450,1.1k,Tech Support
1146,Possible share-stat issues,2,1.5k,Tech Support
1147,Some subscribers not getting email notifications (edit: might be fixed now),248,526,Tech Support
1148,How do I publish prose on Tapastic?,2,617,Tech Support
1149,Username/Profile comment Bug?,288,842,Tech Support
1150,Uploading problem,4,678,Tech Support
1151,Anyone else having trouble editing their profile on the main site?,316,748,Tech Support
1152,Tapastic’s JPEG compression too extreme?,6,2.1k,Tech Support
1153,How do you upload books on tapas?,464,1.5k,Tech Support
1154,Views not being logged correctly,12,1.5k,Tech Support
1155,Weird comic rendering on Tapastic,1.1k,1.5k,Tech Support
1156,Unable to Edit Comic Series URL,0,942,Tech Support
1157,Update errors - 4/5/16,257,723,Tech Support
1158,Bug - Ad counter is frozen since before the update,5,784,Tech Support
1159,What happened to the translate button?,505,592,Tech Support
1160,Preview when Sharing,2,1.2k,Tech Support
1161,Anybody else having trouble opening forums?,375,1.3k,Tech Support
1162,Issues logging into new app?,4,592,Tech Support
1163,My profile is broken,444,680,Tech Support
1164,Linking individual pages when using episodes,21,524,Tech Support
1165,Cannot delete episode,1.1k,689,Tech Support
1166,Please provide better fallback font for latin extended signs (for example Polish),8,467,Tech Support
1167,Possible Request – Lengthen the Lightbox time on Mobile + Desktop to 30 seconds?,906,391,Tech Support
1168,I can’t upload my comic,11,828,Tech Support
1169,“Invalid file format”… but it’s not!,634,911,Tech Support
1170,Help! Cannot delete episode!,7,647,Tech Support
1171,How do I change my profile name and picture on the app?,374,527,Tech Support
1172,Revenue hasn’t been updating the last couple days,5,736,Tech Support
1173,Is this a bug or am I just crazy?,363,494,Tech Support
1174,"Does Tapastic run extremely slow in Japan for everybody, or just me?",5,2.3k,Tech Support
1175,Tapastic doesn’t work on my computer anymore?,1.2k,941,Tech Support
1176,Is there a place on here that gives you specific dimension sizes?,7,2.9k,Tech Support
1177,Tech support response time? (Can’t access Dashboard),452,1.7k,Tech Support
1178,March Stats Not Showing Properly,6,695,Tech Support
1179,Can’t update my series’ banner? Please help!,449,792,Tech Support
1180,Uploader not reading file size correctly,8,772,Tech Support
1181,How do you submit/upload hand drawn comics,620,1.2k,Tech Support
1182,=[{Problem with my account}]=,8,695,Tech Support
1183,Facebook Sharing Thumbnail is wrong,572,703,Tech Support
1184,Can’t Upload an Avatar - Broken Image (FIXED NOW - you can close thread),2,687,Tech Support
1185,Too Many Pinned Topics!,316,553,Tech Support
1186,Trouble uploading images,4,833,Tech Support
1187,HELP my account for ad reveune is suspended!,393,2.1k,Tech Support
1188,NSFW filter keep turning on,2,1.2k,Tech Support
1189,Can posts be backdated/existing publication dates edited?,509,1.2k,Tech Support
1190,Webcomic Images Not Loading/Slow,11,4.2k,Tech Support
1191,Sharing Thumb on Twitter and Tsu doesn’t show,531,1.1k,Tech Support
1192,How to get your work in the Premium Section,3,819,Tech Support
1193,Revenue payment stoped?,459,1.3k,Tech Support
1194,Button Errors on pages and publishing,4,465,Tech Support
1195,Calender Coniption,586,558,Tech Support
1196,Can’t publish my comic anymore,17,810,Tech Support
1197,Stop the ” how to get popular” flood,1.9k,2.4k,Tech Support
1198,Profile Picture Change,4,4.1k,Tech Support
1199,Extremely intrusive ads?,428,1.5k,Tech Support
1200,My laptop won’t allow me to connect with the forums,13,849,Tech Support
1201,"Well, this is odd",693,1.3k,Tech Support
1202,Profile picture and gifs,13,1.1k,Tech Support
1203,Tapastic iPhone app,874,954,Tech Support
1204,Site Bug on Comic Reader count system,4,659,Tech Support
1205,Help! how do i figure out my password if i used the FB plugin?,391,541,Tech Support
1206,Is there a way to put more than one translation in a comic? (closed),4,570,Tech Support
1207,How do I change my Tapastic profile picture when I am connected through Facebook?,720,1.3k,Tech Support
1208,All my series are blocked!?,2,1.1k,Tech Support
1209,Creator post and announcements,467,1.4k,Tech Support
1210,Can’t switch languages on smart phone app on tapastic,1,382,Tech Support
1211,How to support?,280,634,Tech Support
1212,I keep getting subscribed to comics I never subscribed to?,16,1.1k,Tech Support
1213,JavaScript (from an ad?) is breaking the site,1.3k,670,Tech Support
1214,Can not submit for Review?,112,672,Tech Support
1215,Problem with submitting,10.7k,848,Tech Support
1216,Anybody else having trouble scheduling an episode?,2,1.1k,Tech Support
1217,Botched up gifs? Mew ; __ ;,317,1.5k,Tech Support
1218,Tapastic slooooooooooooooooooow,37,1.4k,Tech Support
1219,Deleting a comic takes FOREVER,1.5k,552,Tech Support
1220,Error message when trying to post a new episode,11,1.3k,Tech Support
1221,Broken avatars on the main site?,669,712,Tech Support
1222,Changing html code,4,1.0k,Tech Support
1223,Turned off email notifications but they are still arriving,384,665,Tech Support
1224,Tell If One Is Logged In,1,565,Tech Support
1225,Issue with sharing on Facebook,370,891,Tech Support
1226,"It’s not letting me save changes, what do I do?",0,816,Tech Support
1227,“SAVE” button not working?,264,1.2k,Tech Support
1228,New Series Not Showing Up on Profile,8,791,Tech Support
1229,Account activation problems,638,855,Tech Support
1230,I can’t delete an episode? HELP?,1,669,Tech Support
1231,FB thumbnails Not Showing Up Correctly,290,1.2k,Tech Support
1232,Facebook Login Not Working,1,857,Tech Support
1233,Using the embed function to post your comic on other websites,256,930,Tech Support
1234,The pages of my comic dosent appear in the mobile version,4,607,Tech Support
1235,Post Date Issue,448,572,Tech Support
1236,I can’t Receive Ad Money through Paypal,7,1.2k,Tech Support
1237,Adding banner to comic,505,1.0k,Tech Support
1238,Tapastic Comic Pages Refusing to Load,5,824,Tech Support
1239,It says I am not updating my comic?,424,567,Tech Support
1240,Linking on Tapastic Main Site,4,586,Tech Support
1241,Reader Name Issue,481,575,Tech Support
1242,Ad views problem?,0,670,Tech Support
1243,"Why is Tapastic asking me about updating, when I’ve updated?",226,863,Tech Support
1244,Add video problem,6,532,Tech Support
1245,My latest comic isn’t showing up as an update,436,777,Tech Support
1246,Unread updates bug,7,671,Tech Support
1247,Likes on Unpublished Episode?,418,839,Tech Support
1248,Middle Rush… How do I get rid of it?,0,868,Tech Support
1249,Tapastic 日本語 (JP) x Tablet App Update,255,470,Tech Support
1250,Problems with logging in,4,503,Tech Support
1251,Delete Series Doesn’t Work,406,687,Tech Support
1252,Email notifications arriving too late,18,1.5k,Tech Support
1253,Cant delete a series,1.7k,680,Tech Support
1254,Alternate option to delete a comic,23,1.0k,Tech Support
1255,New Tablet App! For Android tablet!,2.2k,467,Tech Support
1256,Anyone else getting weird pop-ups while browsing Tapastic?,3,635,Tech Support
1257,View count is frozen,323,1.3k,Tech Support
1258,Transfering Ad Money,1,777,Tech Support
1259,Redirected to Web Forgery site trying to force a false flash update,301,548,Tech Support
1260,Dashboard statistics frozen?,11,1.1k,Tech Support
1261,Cannot upload gifs?,573,2.0k,Tech Support
1262,Comments duplication/ disorganization issues again,13,814,Tech Support
1263,Ad Impressions not updating,733,629,Tech Support
1264,Weird subscribers bug,5,558,Tech Support
1265,MS5 trouble with lines&color,1.9k,429,Tech Support
1266,Notifications unavailable for updated Episodes,2,428,Tech Support
1267,Posting episodes out of order and getting times wrong?,360,860,Tech Support
1268,Is there a problem with the share button?,12,829,Tech Support
1269,Edit post not possible anymore?,560,875,Tech Support
1270,Deleting translations,0,741,Tech Support
1271,Episode/Reading list scroll bar not working in Chrome,422,791,Tech Support
1272,Can you make gifs in Paint Tool Sai?,3,11.3k,Tech Support
1273,Automatic notifications to subscribers appear to be inconsistent,429,436,Tech Support
1274,Is there a way to turn off notifications for non-replies?,7,771,Tech Support
1275,Pictures too large,535,1.8k,Tech Support
1276,Banner Display Issue?,16,1.0k,Tech Support
1277,Is anyone else having trouble posting on their profiles?,942,731,Tech Support
1278,Comment trees getting messed up,9,769,Tech Support
1279,What is up with Comic Snacks?,1.1k,1.3k,Tech Support
1280,Links in Episode Description,5,1.1k,Tech Support
1281,How Does Notifications For Locked Episodes Work?,773,1.7k,Tech Support
1282,Notifications when a Creator Posts?,10,613,Tech Support
1283,Video Ads messing with reading,607,553,Tech Support
1284,A few Ads Driving me Insane,5,1.1k,Tech Support
1285,Comic thumbnail not showing?,459,756,Tech Support
1286,I’m not receiving some creator posts,9,631,Tech Support
1287,Can’t upload comic,1.2k,725,Tech Support
1288,FYI: Windows 10 upgrade with Manga Studio/Clip Studio users,7,2.2k,Tech Support
1289,My photoshop CS2 went crazy and i can’t draw properly help!,1.0k,915,Tech Support
1290,Pictures distorted?Help me!,10,704,Tech Support
1291,Profile Icon Gif corruption*FIXED*,584,1.0k,Tech Support
1292,What are the specifics for “mobile-friendly” comics?,3,1.7k,Tech Support
1293,Spoilers & Post Markup,434,891,Tech Support
1294,Potential Support Program-bug,11,1.0k,Tech Support
1295,Paypal Confirmation e-mail and from who?,733,1.2k,Tech Support
1296,0 views? I don’t think so,7,750,Tech Support
1297,Saving new banner,518,745,Tech Support
1298,"I try to upload an image, but it ends up saying error: file convert",23,726,Tech Support
1299,Problem on mobile version,2.9k,922,Tech Support
1300,What file extension is better for comics?,17,1.2k,Tech Support
1301,You have no notifications right now,989,743,Tech Support
1302,Comics not appearing with thumbnails above title?,4,877,Tech Support
1303,"What do you mean, “Change Resolution”? (Paint Tool Sai)",370,20.0k,Tech Support
1304,Scheduled episodes get posted when editing,15,941,Tech Support
1305,Plugin crashes and email dumps,930,801,Tech Support
1306,Tapastic isn’t working on Chrome? (Windows 8.1),11,558,Tech Support
1307,Is there a way to disable notifications for replies to a specific thread in a comic?,699,849,Tech Support
1308,Re-order Comic Episodes?,2,445,Tech Support
1309,Can’t upload page wider than 600px,393,945,Tech Support
1310,I need a teacher for Paint Tool Sai,1,960,Tech Support
1311,I don’t know what’s going on…. HELP!,452,1.1k,Tech Support
1312,Windows 10 and tablet trouble?,2,4.4k,Tech Support
1313,Uh-oh. Baba-ji is publishing comics now,330,2.2k,Tech Support
1314,Some comics dont appear on mobile?,4,463,Tech Support
1315,Help Can’t Post comic (update-added problem),1.2k,580,Tech Support
1316,My Clip studio paint tools are messed up!,2,11.6k,Tech Support
1317,Spambots are getting REALLY annoying,469,1.3k,Tech Support
1318,Why do completed series start at the end?,4,938,Tech Support
1319,Some basic tech question about the forum,532,753,Tech Support
1320,Why doesn’t the mobile upload forum feature work?,15,770,Tech Support
1321,Stupid Question but how do I post to Subscribers?,913,984,Tech Support
1322,Genre not showing on search,13,607,Tech Support
1323,No multi-lingual support on mobile forums?,800,429,Tech Support
1324,Preview image while sharing episode on Tumblr,3,962,Tech Support
1325,Comic Page not loading after an edit,649,503,Tech Support
1326,I Need HELP “there seems to be no image uploaded”,3,1.1k,Tech Support
1327,Sticky scrollbar ads,390,2.1k,Tech Support
1328,Got a notification about a creator I’m not subbed to,6,1.3k,Tech Support
1329,I’m getting tired of this,473,539,Tech Support
1330,Tapastic App Crashes when viewing my Comic,1,1.0k,Tech Support
1331,Are these spam?,352,1.4k,Tech Support
1332,Email notifications delayed,10,900,Tech Support
1333,Sharing thumbnail not showing up on twitter,614,1.7k,Tech Support
1334,Subscribers not in order,3,741,Tech Support
1335,"Spam, spam, spam, spam, spam, spam, spammity-spam!",427,943,Tech Support
1336,Shares not displaying on dashboard maybe?,46,1.0k,Tech Support
1337,I’m trying to erase my series. but I keep getting an error message,2.2k,514,Tech Support
1338,HTTP Error when I try to access my page?,5,663,Tech Support
1339,My comic isn’t showing up,442,474,Tech Support
1340,My serie is not opening anymor,0,896,Tech Support
1341,Scrolling / episode-jumping bug,282,540,Tech Support
1342,The notify readers didn’t work!,3,694,Tech Support
1343,Did Tapastics ‘eat’ the translated versions?,397,1.5k,Tech Support
1344,Issue in Clip Studio Paint Pro,7,8.2k,Tech Support
1345,I can’t upload my comic?,450,1.0k,Tech Support
1346,Episodes not showing in the episode list? Weird bug,6,1.1k,Tech Support
1347,How do I post Pics on other’s Walls?,617,940,Tech Support
1348,Support program on mobile app platform bug,2,636,Tech Support
1349,Return of Unlock Notification Problems,452,1.4k,Tech Support
1350,"Google Chrome, Adobe Flash, and Tapastic",2,678,Tech Support
1351,Embedding Creator only,362,914,Tech Support
1352,I can’t listen the song on the comic,1,643,Tech Support
1353,What happened to the calendar?,331,724,Tech Support
1354,Weird. I got logged into a different account,1,1.7k,Tech Support
1355,How do I stop supporting an artist?,356,699,Tech Support
1356,Where is the delete button?,1,973,Tech Support
1357,The Tapastic Creator Dashboard doesn’t render correctly in Firefox,357,880,Tech Support
1358,Finding your Favourites?,2,658,Tech Support
1359,Issues with the new notification system,413,1.4k,Tech Support
1360,Messing up times?,1,515,Tech Support
1361,Tapastic notifications end up stuck at the top of the notification panel,301,544,Tech Support
1362,Tapastic app problems on Ipod 5,7,480,Tech Support
1363,Like button doesn’t turn green anymore! OnO,671,1.3k,Tech Support
1364,Status Update Error,4,575,Tech Support
1365,Shared Posts not taking me to the Shared Post,506,381,Tech Support
1366,Why do colors appear to be duller once I upload comic pages?,3,1.6k,Tech Support
1367,Error while trying to view notifications,544,553,Tech Support
1368,Is Tapastic doing a giveaway? I’m not sure,1,1.2k,Tech Support
1369,Profile Setting problems!,400,990,Tech Support
1370,Views Ticker Issues,4,580,Tech Support
1371,Support Page creating blank Milestones,497,430,Tech Support
1372,Mobile App is Buggin’,3,1.4k,Tech Support
1373,Tapastic bug on update series’,527,495,Tech Support
1374,Paypal login issues,1,1.0k,Tech Support
1375,Reading list bug,375,584,Tech Support
1376,Mobile Forum Platform,5,587,Tech Support
1377,Can’t delete older comments (inside a parent comment) on my profile page,490,659,Tech Support
1378,Can’t connect to the forum,3,1.3k,Tech Support
1379,Is Support via Paypal a future possibility?,549,1.2k,Tech Support
1380,Notification Problems with Auto-Unlock,1,980,Tech Support
1381,Can’t post pictures…. help!,407,961,Tech Support
1382,Bugs on Tapastic,5,761,Tech Support
1383,General bug report,933,1.1k,Tech Support
1384,Can’t read any of the comics?,18,758,Tech Support
1385,Tapastic is down for maintenance?,1.2k,615,Tech Support
1386,Trouble uploading?,23,663,Tech Support
1387,Space between images?,2.4k,831,Tech Support
1388,"So where’d we go, Tapastic?",28,861,Tech Support
1389,Pages crash randomly,3.4k,942,Tech Support
1390,Views on an Unpublished Page?,5,957,Tech Support
1391,Is there a way to change your comic’s URL?,1.2k,1.1k,Tech Support
1392,I Can’t Delete Milestones,2,600,Tech Support
1393,Why is my comic on tablets so compressed?,338,1.2k,Tech Support
1394,Email Notifications not being sent,4,679,Tech Support
1395,Is there a way to organize notifications?,571,869,Tech Support
1396,The like button doesn’t work sometimes,4,582,Tech Support
1397,Problem setting up support program,438,1.1k,Tech Support
1398,Scheduling Calendar Bug?,3,854,Tech Support
1399,Description under scheduled episode disappeared,385,623,Tech Support
1400,Question about changing the date on comics,1,473,Tech Support
1401,Scrollbar for the episode list doesn’t show up,345,985,Tech Support
1402,How do I share a picture on the profile wall?,4,1.2k,Tech Support
1403,Header not displaying correctly,2.4k,682,Tech Support
1404,Is it possible to get more likes than views?,2,1.0k,Tech Support
1405,Need a suggestion box forum and an artist/writer’s web page with latest posts,417,1.5k,Tech Support
1406,How do I unsubscribe?,7,867,Tech Support
1407,Tapastic search only producing one page of results?,670,875,Tech Support
1408,"Tapastic website down? Nope, it’s back. Nevermind",5,632,Tech Support
1409,Facebook login!,534,1.9k,Tech Support
1410,Change login from Facebook,7,829,Tech Support
1411,My kingdom for a queue feature!,855,982,Tech Support
1412,Popular Comic Section Empty?,4,1.1k,Tech Support
1413,Is it possible to have a comic with multiple authors?,867,975,Tech Support
1414,Can I change my URL?,2,1.5k,Tech Support
1415,Functionality suggestion: mobile app link to creator bio page or front page,322,750,Tech Support
1416,Sharing thumbnail in a multi-image episode,2,822,Tech Support
1417,Image to small but to big as well,457,899,Tech Support
1418,Why don’t I get “New and Notable” anymore?,3,914,Tech Support
1419,SAI issues ( insight appreciated),366,930,Tech Support
1420,Scheduled Comics not getting Notification,3,1.3k,Tech Support
1421,"Tapastic’s notifications and format is flubbing up, please fix u o u",404,1.1k,Tech Support
1422,How do I type in bold on my support-this-author page?,3,852,Tech Support
1423,"Tumblr thread deleted, why?",720,709,Tech Support
1424,Problem solved/disregard topic,4,797,Tech Support
1425,Can I Embeding An Entire Series On Websites?,476,575,Tech Support
1426,Upload Dates for Tapastic comics?,3,1.2k,Tech Support
1427,Can’t find my name under “Creators”,408,1.0k,Tech Support
1428,Lag on Tapastic site,0,1.2k,Tech Support
1429,The ‘More by […]’ section,369,640,Tech Support
1430,Issues seeing Subscribers of certain comics after the first page,0,625,Tech Support
1431,Data format in exported CSV (supporter list and balance details),322,598,Tech Support
1432,Supporter only locked content,0,1.6k,Tech Support
1433,Merge my accounts,322,778,Tech Support
1434,Problem With My Listing in the Support Collection,2,688,Tech Support
1435,Unable to post Links in the Forums,340,1.0k,Tech Support
1436,Getting logged off repeatedly,3,841,Tech Support
1437,Account Deletion,536,1.1k,Tech Support
1438,Help In publishing pages?,10,742,Tech Support
1439,I’ve stopped most of the spam,1.3k,802,Tech Support
1440,Update reminder issue,4,658,Tech Support
1441,New index page of Tapastic,518,1.4k,Tech Support
1442,Touch issues on Tablet PC,5,1.0k,Tech Support
1443,Fullscreen Mode,560,590,Tech Support
1444,"Comment,liked,subscribe buttons",2,665,Tech Support
1445,App x WebMobile and some suggestions,1.2k,905,Tech Support
1446,Reply Bug In Forum Threads,9,579,Tech Support
1447,Link in comic description?,1.2k,871,Tech Support
1448,[Suggestion] filtering “read next”,13,616,Tech Support
1449,Scrolling down problems,1.2k,749,Tech Support
1450,I can´t seem to create space between comic pages,40,802,Tech Support
1451,New user with some basic suggestions,2.3k,582,Tech Support
1452,Unsub from Daily Drivel?,3,673,Tech Support
1453,“last read page”?,413,651,Tech Support
1454,Page-by-page updating?,5,593,Tech Support
1455,Comments section for fans to discuss each comic,477,513,Tech Support
1456,[Suggestion] Bigger reading list dropdown,5,588,Tech Support
1457,Is There A New Minimum Page Size?,872,1.3k,Tech Support
1458,Forum feature request: comic links,3,916,Tech Support
1459,Way to abort an upload?,309,705,Tech Support
1460,“Why Aren’t you Updating”–I’ve been updating! 3 times a week! Help!,2,961,Tech Support
1461,Email Notifications / Way of checking answers etc on the website,405,573,Tech Support
1462,Best format of comics for mobile devices,10,766,Tech Support
1463,Suggestion for Reading List,776,793,Tech Support
1464,“Oops! Error!” problem on Facebook,15,1.8k,Tech Support
1465,Tapastic Classic,14.5k,937,Tech Support
1466,Question about Embedding,1,1.2k,Tech Support
1467,Custom Avatars Now Available!,580,895,Tech Support
1468,Gravatar (Update 9/19),6,1.6k,Tech Support
1469,The star rating on mobiles doesn’t work,623,939,Tech Support
