,titles,replies,views,category
924,Where to find good traffic for my novel?,9,473,Writing|Novels
925,New Series with possible questionable content. What do?,168,661,Writing|Novels
926,POLL: What time of the day do you usually write? Please comment to explain,11,596,Writing|Novels
927,Let’s create a world together for fun by writing 1 or 2 lines after each other ….You can write a 3rd line if needed,156,234,Writing|Novels
928,My first completed novel!,7,274,Writing|Novels
929,The Bakery (Original Story Written By Me And A Friend),131,165,Writing|Novels
930,Make a Recipe Out of Your Novel (Promote Your Novel),14,985,Writing|Novels
931,What is the worst book you have ever read?,114,6.1k,Writing|Novels
932,Novel Promotion and Questions,9,1.2k,Writing|Novels
933,My Novel a little better still want criticism,101,295,Writing|Novels
934,Newish writer looking to get out there,0,261,Writing|Novels
935,I would love if you gave my wattpad story a chance,57,190,Writing|Novels
936,Im willing to draw your novel cover for free ( CLOSED),9,302,Writing|Novels
937,Question for novelists,116,1.4k,Writing|Novels
938,[CLOSED] Author looking for artist for novel cover [PAID] [CLOSED],35,294,Writing|Novels
939,Reviews for Tapas Novels (closed),317,407,Writing|Novels
940,Fellow Slice of Life Writers! (Self Promo),36,203,Writing|Novels
941,Publica tu Novela Española,310,468,Writing|Novels
942,Just had my best month since the month I started. (Cries tears of joy),7,281,Writing|Novels
943,Question about editing past chapters,124,405,Writing|Novels
944,I want to give a gift. Help get a novel to 200 subs!,30,1.2k,Writing|Novels
945,"New novel, Help me Improve it!",262,230,Writing|Novels
946,Need help with naming,16,261,Writing|Novels
947,Anyone up for a bookclub?,126,218,Writing|Novels
948,What will be my next novel?,4,233,Writing|Novels
949,"Nanowrimo Hype, anyone?",173,822,Writing|Novels
950,What does a ‘major rewrite’ mean during the novel revision process?,14,387,Writing|Novels
951,Need Help with Novel Descriptions,158,726,Writing|Novels
952,Inksgiving Novel Ideas,47,335,Writing|Novels
953,Long Haul Novels,577,561,Writing|Novels
954,Feedback on Novel!,6,208,Writing|Novels
955,What genre should this novel be?,188,255,Writing|Novels
956,Second Opinion please,8,213,Writing|Novels
957,NaNoWriMo buddies?,214,180,Writing|Novels
958,New emerging novels,19,267,Writing|Novels
959,Subscriber Count Almost Never Changes,189,347,Writing|Novels
960,Romance Novelists Thread,6,3.1k,Writing|Novels
961,Please review my novel. And post yours so others can review too!,151,392,Writing|Novels
962,Is this novel format possible on Tapas?,228,325,Writing|Novels
963,Book Addiction Support Group,5.0k,181,Writing|Novels
964,A new novel By the Secret Sisters!,66,165,Writing|Novels
965,Keeping Momentum?,1.7k,595,Writing|Novels
966,On releasing daily literary content,13,347,Writing|Novels
967,What are you working at?,137,220,Writing|Novels
968,First Draft postings,2,460,Writing|Novels
969,Is my first Chapter Exciting enough (novel),78,491,Writing|Novels
970,"First Grotheske Anniversary, special episode",30,159,Writing|Novels
971,"I tried a new writing style in chapter 3, so please give me your opinion about it",315,187,Writing|Novels
972,Mystery novels ~Mystery~,7,198,Writing|Novels
973,Novel Review/Promotion Exchange,156,365,Writing|Novels
974,Where to begin?,5,427,Writing|Novels
975,Novels vs Series on Tapas,84,435,Writing|Novels
976,Espaço para escritores brasileiros,22,362,Writing|Novels
977,Anyone else writing Fantasy Mystery / Monster of the Week?,191,323,Writing|Novels
978,What’s your novel like? (Advertise with your influences),4,667,Writing|Novels
979,"GL novelists, post your novels!",105,403,Writing|Novels
980,Literary Novels?,21,257,Writing|Novels
981,Review My Novel?,212,284,Writing|Novels
982,Trying to get back into novel writing and I need advice,24,394,Writing|Novels
983,Does Tapas ever put novels on Spotlight?,233,406,Writing|Novels
984,Would it be worth bringing some of my short stories over as Novels here?,15,400,Writing|Novels
985,First novel posted. Now what? Friendly reviews appreciated,135,353,Writing|Novels
986,Cross Promotion!,9,240,Writing|Novels
987,Video game / Another World novels,213,1.0k,Writing|Novels
988,"Writer’s Discussion - Inspiration, Influences, and Recommendations",3,1.0k,Writing|Novels
989,Love Fatal Moon? Check Out Fatal Moon: Satan’s Script!,77,172,Writing|Novels
990,Check out Fatal Moon Angels Axia Boys Love Omegaverse Ebook Today!,42,200,Writing|Novels
991,Novel Covers? Let’s Share Our Thoughts,266,909,Writing|Novels
992,How to copy from Word and retain formatting (works for italics and bold),26,1.3k,Writing|Novels
993,Putting images in novels? Is that a feature yet?,214,539,Writing|Novels
994,My story just hit the magic 50 Subscriber,6,381,Writing|Novels
995,Any ideas what should I improve for my story?,76,405,Writing|Novels
996,New Romance/Fantasy Series,3,759,Writing|Novels
997,I’m an Artist and just ventured into Noveling: what do you think?,124,456,Writing|Novels
998,A Episode writing by you and you and you,10,288,Writing|Novels
999,KR’s Punk Rock ‘Suck It Up And Write’ Writing Help Thread,119,355,Writing|Novels
1000,Mutual Helping!,6,886,Writing|Novels
1001,What other sites do you post your novel on?,123,2.9k,Writing|Novels
1002,Share Your Short Story Here!,0,1.4k,Writing|Novels
1003,Your Head-Canon That Probably Won’t Make It Into Your Novel (Promote Your Story),72,789,Writing|Novels
1004,HI:) I’m looking for opinions on my novel ideas,29,329,Writing|Novels
1005,Character Therapy,167,749,Writing|Novels
1006,Share your Fan Novels,4,282,Writing|Novels
1007,New Novel out now!,95,220,Writing|Novels
1008,What is something you are proud you wrote?,8,1.0k,Writing|Novels
1009,Re-working my novel,225,421,Writing|Novels
1010,How do you celebrate a milestone in novels?,39,658,Writing|Novels
1011,Thumbnails? Do they do much,475,402,Writing|Novels
1012,Novel Appreciation (I wanna know),4,316,Writing|Novels
1013,How long should a novel be?,120,846,Writing|Novels
1014,God’s Vessel 100 Episodes! + Shamless promo for views,52,249,Writing|Novels
1015,"50,000+ word novels (complete is a bonus)",481,2.0k,Writing|Novels
1016,To Dark or Not To Dark?,44,819,Writing|Novels
1017,Post an introduction of novel though your character’s POV,644,318,Writing|Novels
1018,Tapas Writers’ Tropes,17,867,Writing|Novels
1019,Stories you were excited to read,181,853,Writing|Novels
1020,Bash and Brag Promotion,6,673,Writing|Novels
1021,How Do You Edit?,119,797,Writing|Novels
1022,Just Completed My Novel/Short Story,60,165,Writing|Novels
1023,Promoting Your Favorite Writers!,778,674,Writing|Novels
1024,Character Profiles for your Mains,6,1.1k,Writing|Novels
1025,Writer’s Block Fix - Generators,118,364,Writing|Novels
1026,First person flashbacks + Shameless plug 4 views,24,427,Writing|Novels
1027,50 Episodes! God’s Vessel,252,330,Writing|Novels
1028,Dear Past Self…. (Character question + promote),5,659,Writing|Novels
1029,Your Novel Ships (either your own novel or others),114,356,Writing|Novels
1030,Lets talk about our novel,16,244,Writing|Novels
1031,A book where a hero turns into a villian,176,1.2k,Writing|Novels
1032,Purple Hair in a Novel?,25,447,Writing|Novels
1033,Fun Comments People Have Made About Your Novel (Promotion),317,364,Writing|Novels
1034,July - NaNoWriMo Camp,23,498,Writing|Novels
1035,"Novelists, post your memes!",697,1.1k,Writing|Novels
1036,Trivia Episodes – in novels?,58,451,Writing|Novels
1037,Inkitt now has a “Support Me” button,2.0k,414,Writing|Novels
1038,Share a mythological fantasy that is not yours!,0,319,Writing|Novels
1039,Favorite Novel (Can’t be yours),80,1.5k,Writing|Novels
1040,Urban Fantasy Novels Sub Swap,188,549,Writing|Novels
1041,Marauders Fiction,6.6k,273,Writing|Novels
1042,Tips to handle writing as well as reading,143,424,Writing|Novels
1043,Word Warriors Book Club [SESSION ONE ENDED],3.2k,6.0k,Writing|Novels
1044,Share your weird hair colored MC novels!,19,516,Writing|Novels
1045,Worries in Your Writing,226,1.0k,Writing|Novels
1046,Can I get 200 Sub in two day!?,8,641,Writing|Novels
1047,How do you write your novel?,151,467,Writing|Novels
1048,First Person or Third Person?,5,566,Writing|Novels
1049,Anyone entered #pitmad?,94,378,Writing|Novels
1050,Pride month & charity novel,2,178,Writing|Novels
1051,Your Favorite Character from Another’s Novel,121,303,Writing|Novels
1052,Let’s Talk Craft: Developing a Writing Style Pt. 3,15,291,Writing|Novels
1053,"Critique this Paragraph, Please",193,727,Writing|Novels
1054,Novel Quotes and Memes Collection!,2,548,Writing|Novels
1055,Novel writers on Social Media?,158,588,Writing|Novels
1056,Post your Completed Novels Here!,4,529,Writing|Novels
1057,Some Good Novel rec (Lesbian),94,683,Writing|Novels
1058,Let’s Talk Craft: Developing a Writing Style Pt. 1,13,314,Writing|Novels
1059,Texting in Novels,279,749,Writing|Novels
1060,Should I update chapter 1+2 of my novel?,17,323,Writing|Novels
1061,What tags or genres generate readers?,211,756,Writing|Novels
1062,Let’s Talk Craft: Character Development Pt 4,60,231,Writing|Novels
1063,Let’s Talk Craft: Character Development Pt.3,1.2k,777,Writing|Novels
1064,What Are Your Other Talents?,6,2.1k,Writing|Novels
1065,Trying to decide on which Novel idea to go with,282,504,Writing|Novels
1066,Chapter titles or no chapter titles?,11,979,Writing|Novels
1067,Seeking Commission Artist for New Novel!,165,267,Writing|Novels
1068,How many words and/or paragraphs fits well for a weekly novel?,15,565,Writing|Novels
1069,Let’s Talk Craft: Character Development Pt. 2,220,498,Writing|Novels
1070,In Search of a Novel,1,421,Writing|Novels
1071,Short Feedbacks On Novels,93,977,Writing|Novels
1072,How you get your novels out there,0,776,Writing|Novels
1073,Seeing your character outside of your mind?!,144,1.0k,Writing|Novels
1074,The BL x BL Bookclub,4,402,Writing|Novels
1075,Anybody got leads to some LGBT fiction?,111,3.5k,Writing|Novels
1076,Let’s toss ideas around (short story premises),1,2.3k,Writing|Novels
1077,How do you “show” flashbacks t previous events in the novel?,107,1.4k,Writing|Novels
1078,Pacing in Novel,46,887,Writing|Novels
1079,What trope/cliche does your novel embrace?,670,1.4k,Writing|Novels
1080,Let’s Talk Craft: Character Development Pt. 1,33,626,Writing|Novels
1081,Are you participating in Camp Nano or Nanowrimo?,1.6k,354,Writing|Novels
1082,Share Sci-fi novels!,21,424,Writing|Novels
1083,Comedy novels! Fresh comedy novels!,239,521,Writing|Novels
1084,Wanna Join Me in a Writing Sprint?,20,221,Writing|Novels
1085,Twitter Tag for Tapas Novelists,235,474,Writing|Novels
1086,Novel review help,23,317,Writing|Novels
1087,Constructive Criticism - A Long Time Coming,228,335,Writing|Novels
1088,Self promoting a fresh BL novel,0,724,Writing|Novels
1089,Anyone else doing ESCAPRIL? 😃,89,429,Writing|Novels
1090,How you felt when you uploaded your novel,16,991,Writing|Novels
1091,Help me to become perfect,198,788,Writing|Novels
1092,"Magus, A LitRPG fantasy",7,269,Writing|Novels
1093,Shameless Self-Promotion of Game_elements Novel,111,253,Writing|Novels
1094,Just Venting my ‘Agony’,3,681,Writing|Novels
1095,Novels Open Our Imagination,106,839,Writing|Novels
1096,Not So Popular Novels,22,790,Writing|Novels
1097,Cool Cats Book Club - discontinued,219,2.1k,Writing|Novels
1098,Tapas Novel Club - Revised,27,359,Writing|Novels
1099,All the things you hate about writing Web Novels,196,1.3k,Writing|Novels
1100,FINISHED (writing) MY NOVEL OF TWO YEARS,6,605,Writing|Novels
1101,Novel Tripple Updates for Valentine’s Day Week,106,228,Writing|Novels
1102,I have a Novel with an extremely good reception so far. I want to get it in front of more people. Any ideas?,4,336,Writing|Novels
1103,Valentine’s Day Q&A,82,269,Writing|Novels
1104,What does Tapas think of Cosmonogic? Sci-Fi Fantasy,4,265,Writing|Novels
1105,So this happened,102,1.7k,Writing|Novels
1106,Need A Feedback On My Series And An Advice,4,297,Writing|Novels
1107,Recommended novel update schedule?,100,1.3k,Writing|Novels
1108,I Urgently need a critique for my novel,11,616,Writing|Novels
1109,Give Me a Reading List,219,1.0k,Writing|Novels
1110,First Day here and here to share my novel,0,515,Writing|Novels
1111,Novel Recommendations & Support!,74,328,Writing|Novels
1112,"Hi, I’m New-ish, Hello All tapas.io",2,496,Writing|Novels
1113,Let’s Do It Wrong (Practicing In Bad Writing),131,1.0k,Writing|Novels
1114,"From community novel, to premium (Writers Camp)",77,752,Writing|Novels
1115,3rd Writer’s Camp Sortable Entries List~,2.0k,2.3k,Writing|Novels
1116,I need a proof-reader,1,480,Writing|Novels
1117,First a thank you then an anouncement: Grotheske will iniciate phase 2,139,216,Writing|Novels
1118,Is it best to upload a novel chapter into one part or two parts?,1,552,Writing|Novels
1119,How do you advertise your work?,109,607,Writing|Novels
1120,Won Writers Camp - Now what,1,2.1k,Writing|Novels
1121,Finishing Novel,128,451,Writing|Novels
1122,(Novel Edition) One Compliment + One Criticism,2,1.8k,Writing|Novels
1123,Looking for unique stories,76,2.9k,Writing|Novels
1124,Translating my novel to Portuguese BR (Traduzindo a minha novela para Português BR),9,255,Writing|Novels
1125,Let’s Theorize and Debunk (the Game),125,309,Writing|Novels
1126,What do you think of my novel? please,7,549,Writing|Novels
1127,One Compliment + One Criticism Novel Edition!,122,297,Writing|Novels
1128,"Suscribete a mi, yo me suscribo a ti. gracias :D",82,373,Writing|Novels
1129,Hi Novelist~! Who make your Banner and Thumbnails?,812,1.1k,Writing|Novels
1130,Reasons Readers Stop Reading (Discussion),5,1.7k,Writing|Novels
1131,Best length for novel chapters?,134,1.0k,Writing|Novels
1132,Do you prefer shorter or longer chapters/episodes?,6,995,Writing|Novels
1133,Last ditch… sell me on your Writers Camp entries!,143,390,Writing|Novels
1134,3rd Writer’s Camp!,5,4.7k,Writing|Novels
1135,Need help where to post a Bonus Chapter,138,432,Writing|Novels
1136,Restructuring Novel?,14,343,Writing|Novels
1137,"Sub for Sub, Like for Like, Comment for Comment!",298,276,Writing|Novels
1138,Novelist helping each other!,18,1.7k,Writing|Novels
1139,"Another day, another shameless self-promotion",197,2.2k,Writing|Novels
1140,Word War I! Get that story written,11,1.9k,Writing|Novels
1141,Update Schedule,185,584,Writing|Novels
1142,New Video Game Style Fantasy Novel!,55,330,Writing|Novels
1143,A Thread For Unique Fantasy Novels!,347,550,Writing|Novels
1144,Tapas Novel Club,19,687,Writing|Novels
1145,Looking for cameos for an upcoming novel,237,363,Writing|Novels
1146,In search of Completed AND Undiscovered Fantasy stories,6,756,Writing|Novels
1147,Soooo….. am on a quest to find the best romance tropes known to romancekind!,108,1.8k,Writing|Novels
1148,New Character Introduction!,0,421,Writing|Novels
1149,"Subscribe for warm fuzzies, also trauma!",90,481,Writing|Novels
1150,YA / NA Writers Unite!,7,1.7k,Writing|Novels
1151,[Novels] What are you reading? Thread (Gush about other authors thread),124,1.9k,Writing|Novels
1152,Help me to get familiar with authors,22,683,Writing|Novels
1153,"The 50,000 Club",251,593,Writing|Novels
1154,Wanting to know new authors and share our love for writing. And your most beloved works,11,1.3k,Writing|Novels
1155,Encouraging our lovely authors!,112,713,Writing|Novels
1156,What should I name go with for my web novel?,23,639,Writing|Novels
1157,"Might be a dumb question, but",302,577,Writing|Novels
1158,Winter came ( Sub under 100 ),181,317,Writing|Novels
1159,Free Edits for 3rd Writers Camp [full],7.2k,1.7k,Writing|Novels
1160,Well……I tried,200,945,Writing|Novels
1161,Anyone know a good replacement for writeometer?,6.3k,718,Writing|Novels
1162,Pitch Wars Galore,41,820,Writing|Novels
1163,First Rights & Traditional Publishing,301,653,Writing|Novels
1164,Best Twitter Hashtags for Tapas Novels,16,458,Writing|Novels
1165,Planning to publish my pulp fiction here at Tapas but rating threshold,204,984,Writing|Novels
1166,Tipping incentives?,26,1.8k,Writing|Novels
1167,Happy Inkgiving!,280,494,Writing|Novels
1168,Add image to webnovels USING SMARTPHONE,35,685,Writing|Novels
1169,Posting raw drafts,389,727,Writing|Novels
1170,Night Vale but More Chaotic (And More Noir Atmosphere and More QUEER!),27,243,Writing|Novels
1171,How many words?,307,625,Writing|Novels
1172,Looking for honest feedback,4,433,Writing|Novels
1173,Fantasy Genre Discussion!,105,1.4k,Writing|Novels
1174,"Book Club, maybe?",8,837,Writing|Novels
1175,Beta reader to start work in December or January,130,384,Writing|Novels
1176,Post your BL entries for this Writers Camp! 🌟,4,655,Writing|Novels
1177,Anyone Not Doing Writers Camp/ NaNoWriMo?,96,1.3k,Writing|Novels
1178,Adding images to Novels,5,1.8k,Writing|Novels
1179,In search of dragon rider academy stories,100,254,Writing|Novels
1180,What Is the Longest Story You’ve Ever Written?,14,2.0k,Writing|Novels
1181,Story Preview! Come Check it Out!,160,245,Writing|Novels
1182,Double Edged | Tapas (My first Novel Piece),159,342,Writing|Novels
1183,Looking for any advice or critique!,2.9k,770,Writing|Novels
1184,Novel Pictures?,14,549,Writing|Novels
1185,NaNoWriMo 2018 is fast approaching!,158,512,Writing|Novels
1186,Sticker and picture,0,390,Writing|Novels
1187,Would Your Character Survive? (WYCS) | A character development game,109,4.3k,Writing|Novels
1188,Would you read a story based off this,15,510,Writing|Novels
1189,"Before September ends, let’s boost our novels!",227,768,Writing|Novels
1190,Novel Boost: September Edition,54,1.9k,Writing|Novels
1191,My novel is progressing well. Opinions are needed,444,377,Writing|Novels
1192,Music and writing,13,702,Writing|Novels
1193,I need a Jewish viewpoint,219,596,Writing|Novels
1194,First novel discussion,17,564,Writing|Novels
1195,Any light novel recommendation in tapastic?,247,890,Writing|Novels
1196,What’s the BEST book you’ve ever read?,19,2.1k,Writing|Novels
1197,Best opening ever?,215,1.4k,Writing|Novels
1198,"I could be wrong, but",82,1.2k,Writing|Novels
1199,Novelists Writing Multiple Series Give Me Your Wisdom,668,1.2k,Writing|Novels
1200,"Fatal Moon: Angel’s Axia, Thoughts so far?",20,283,Writing|Novels
1201,Share your latest written excerpt! | Critique Trade,285,7.7k,Writing|Novels
1202,Song recommendations for rock and heavy metal inspired novel,2,869,Writing|Novels
1203,Surprised Turn In Your Novel,106,942,Writing|Novels
1204,How do first drafts fare on here?,172,549,Writing|Novels
1205,"Still new here, so will you check my new comic give feedbacks?",4.8k,566,Writing|Novels
1206,Time Management: Shcool and Writing,14,596,Writing|Novels
1207,Anyone doing NaNo this year?,159,1.4k,Writing|Novels
1208,A new kind of recommendation thread,0,1.7k,Writing|Novels
1209,Countdown to Writer’s Camp Winners!,116,1.6k,Writing|Novels
1210,Resource Dump: Pile It On,10,946,Writing|Novels
1211,An achievement!,143,452,Writing|Novels
1212,Writing sprints?,25,1.8k,Writing|Novels
1213,Is this a good book idea?,252,515,Writing|Novels
1214,I’M SO PROUD OF y’ALL - July Writers Camp,55,1.1k,Writing|Novels
1215,It’s the Last Day of the Writers Camp!,664,1.5k,Writing|Novels
1216,"July Writer’s Camp Master List, by Genre",4,1.0k,Writing|Novels
1217,Last Chance For Shameless Writer’s Camp Self-Promo,150,1.3k,Writing|Novels
1218,Novel boost: August Edition,87,1.3k,Writing|Novels
1219,What did you learn this Writer’s Camp?,475,934,Writing|Novels
1220,Calling All Reapers: Join the Story,63,335,Writing|Novels
1221,BL Writer’s Camp Stories Megathread!,399,952,Writing|Novels
1222,How do I write romance? </3,2,573,Writing|Novels
1223,Confessions of A Writer-holic,100,1.5k,Writing|Novels
1224,"So, how do you do it?",7,3.0k,Writing|Novels
1225,Cover Commissions!,126,578,Writing|Novels
1226,Novel Directory - One-Stop Guide For High Quality Novels,5,1.2k,Writing|Novels
1227,What’s your Writer’s Camp #2 story gonna be about? GET HYPED!,135,2.3k,Writing|Novels
1228,What Writer’s Camp Stories are You Interested In So Far?,23,1.5k,Writing|Novels
1229,Do you have a planned ending for your novel?,303,871,Writing|Novels
1230,Tapas Writers Camp discussion thread,48,12.2k,Writing|Novels
1231,Rewriting something that’s been published,968,454,Writing|Novels
1232,"Wowowow, recommendation time",28,719,Writing|Novels
1233,Good ways to market novel?,554,1.5k,Writing|Novels
1234,Review for Review!,49,665,Writing|Novels
1235,Other people writing LitRPG/GameLit/isekai novels about/with videogames?,629,977,Writing|Novels
1236,Version 2 of my story,16,286,Writing|Novels
1237,Date A Character,543,1.4k,Writing|Novels
1238,Dabble in writing,13,1.6k,Writing|Novels
1239,How long does it usually take you to finish one page?,187,2.7k,Writing|Novels
1240,Encouraging Commenting in the Novel Section,0,1.1k,Writing|Novels
1241,"If you were transported to the setting of the book you’re currently reading, where would you be?",87,4.0k,Writing|Novels
1242,Writing a character without mentioning gender,0,1.1k,Writing|Novels
1243,When should i start sharing my novel?,76,798,Writing|Novels
1244,Novels that you think don’t get enough love? How did you find them?,0,1.7k,Writing|Novels
1245,Favorite and Least Favorite Aspect of Writing,88,2.1k,Writing|Novels
1246,Updating frequency for Novels,55,1.7k,Writing|Novels
1247,Gaining confidence as a new writer,350,1.1k,Writing|Novels
1248,Do readers here prefer longer written chapters or shorter?,12,2.3k,Writing|Novels
1249,POC Fantasy Novels,175,764,Writing|Novels
1250,Favorite books?,11,1.7k,Writing|Novels
1251,"So, were any of you planning a webtoon instead…?",164,715,Writing|Novels
1252,French novel coming up!,15,684,Writing|Novels
1253,How do you get your novels in premium section,335,589,Writing|Novels
1254,#PitMad has started!,15,511,Writing|Novels
1255,Adding more than one category to your novel,181,407,Writing|Novels
1256,Birthday! (Novel hype),44,419,Writing|Novels
1257,Motivation- how do you do it?,584,801,Writing|Novels
1258,Starting new novel: requirements?,0,1.1k,Writing|Novels
1259,Share your mer story for mermay!,106,1.3k,Writing|Novels
1260,Mature filter for the whole story,21,804,Writing|Novels
1261,3 Things You Like About The Novel Above You,282,1.7k,Writing|Novels
1262,To Fall and To Fly (Teasers),75,324,Writing|Novels
1263,What book made you love books?,2.0k,2.8k,Writing|Novels
1264,Additional content,2,529,Writing|Novels
1265,Romance Novels + Little Experience =?,131,1.0k,Writing|Novels
1266,How many of you have more than one series?,12,1.9k,Writing|Novels
1267,So…how would you write a love story about your non-existent love life?,260,1.0k,Writing|Novels
1268,Where do you Draw Inspiration?,1,1.9k,Writing|Novels
1269,How many views does your story have? (For novel writers),171,3.6k,Writing|Novels
1270,"Please read my story, a journal of mine (Please comment)",4,369,Writing|Novels
1271,How are my action scene’s for my novel? Is it smooth?,128,531,Writing|Novels
1272,You like plot? I got some plot. ( The DOW:Dogz of war Offical Thread. ),12,557,Writing|Novels
1273,Tips for fellow novelists. :>,130,955,Writing|Novels
1274,Right time to start looking for a literary agent or self publishing?,188,871,Writing|Novels
1275,Do You Want An Isekai Story Without A Boring Self-Insert MC That Has Consistent Updates? Read This! (Shameless Self-Promotion),4.4k,1.1k,Writing|Novels
1276,Writing Tips And Ways We Can Improve Our Craft!,0,1.5k,Writing|Novels
1277,Helping each other out!,84,933,Writing|Novels
1278,RESOLVED - Questioning if Work is fit for Audience (Crime Novel),43,636,Writing|Novels
1279,Having trouble writing female characters ( DOW Light Novel ),507,910,Writing|Novels
1280,Anyone writing those “Trapped in another fantasy world” Novels?,35,1.4k,Writing|Novels
1281,I neEd s0me feedback!,274,933,Writing|Novels
1282,What are some of you most Catchy Titles,13,847,Writing|Novels
1283,"BL, Tails from the Academy",238,1.2k,Writing|Novels
1284,More presence for non premium novels,158,881,Writing|Novels
1285,SOGGY-CORN & LITTLE-CARROT - A modern love story,3.2k,274,Writing|Novels
1286,"‘BAND-AIDS, BRUISES, CUTS AND YOU.’ / Contemporary - Romance - Drama Novel",17,300,Writing|Novels
1287,Fans of Restless,366,388,Writing|Novels
1288,What do you want in a writing website?,115,947,Writing|Novels
1289,Constructive Criticism,5.0k,565,Writing|Novels
1290,Find that Novel,6,908,Writing|Novels
1291,Affected Paradise - Sci-Fi & Romance Novel,181,375,Writing|Novels
1292,I Would love someone to critique my story,56,499,Writing|Novels
1293,How do you guys feel about covers?,2.2k,1.2k,Writing|Novels
1294,Ask the Characters (Q&A),13,626,Writing|Novels
1295,Guys! Guys! My short story got published!,317,2.3k,Writing|Novels
1296,Lord Alden Ewart’s Agency | Discussion,72,365,Writing|Novels
1297,On posting serial novels on Tapas,655,3.9k,Writing|Novels
1298,What is your most popular novel?,68,3.1k,Writing|Novels
1299,2018 Writing Goals and Accomplishments,721,1.3k,Writing|Novels
1300,7Stories of Mine(Romance)(Fantasy)(Angel Battles),16,643,Writing|Novels
1301,What book are you reading right now?,219,3.2k,Writing|Novels
1302,My planned long running online novel,31,624,Writing|Novels
1303,Sphere of Calamity (First novel I’ve ever worked on),573,401,Writing|Novels
1304,Beast Stone (fantasy adventure story),31,602,Writing|Novels
1305,White; - LGBT / Romance / Drama / NOVEL,338,561,Writing|Novels
1306,What are your favorite writing guides for improving?,15,2.2k,Writing|Novels
1307,NaNoWriMo 2017 Megathread,162,9.4k,Writing|Novels
1308,Promotional Genre Books,5,1.6k,Writing|Novels
1309,Novel Title idea’s,246,573,Writing|Novels
1310,The Light I Saw In Him - LGBTQ / Romance / Sci-Fi (Web-Novel),3,416,Writing|Novels
1311,CHATROOM Z - LGBTQ / Romance / Comedy (Web-Novel),173,815,Writing|Novels
1312,What’s your genre?,13,1.9k,Writing|Novels
1313,New Horror Series Out Just in Time for Holloween,873,469,Writing|Novels
1314,Can’t seem to find a specific Tapas novel,28,430,Writing|Novels
1315,What are the requirements to get in the Daily Snack and New & Noteworthy?,273,2.5k,Writing|Novels
1316,Rate Your Own Story,18,1.7k,Writing|Novels
1317,Are fan-fics allowed now? :O,292,1.4k,Writing|Novels
1318,SVEN - BL / Thriller / Romance,26,748,Writing|Novels
1319,Your Favorite Comment,429,1.7k,Writing|Novels
1320,Target Word Count,20,937,Writing|Novels
1321,Let’s Talk Writing,198,1.0k,Writing|Novels
1322,What Tapas books are you reading and why?,46,1.4k,Writing|Novels
1323,About the Novels category,612,519,Writing|Novels
